,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
384,I Called Him Morgan,N/A,"Documentary, Drama, History, Music",92.0,2017-03-24,2017-08-24,Submarine Deluxe,Kasper Collin,"Kasper Collin, Jesper Osmund (narrative consultant)","Lee Morgan, Helen Morgan, Wayne Shorter, Larry Reni Thomas","An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.",English,8544.0,12902.0,128748.0,2017-12-31,1.0,11.0,1 win & 6 nominations.,tt4170344,7.3,1211.0,90.0,0.96
385,Heal,Not Rated,Documentary,106.0,2017-10-20,2017-10-22,Paladin,Kelly Noonan,Kelly Noonan,"Deepak Chopra, Joseph Dispenza, Marianne Williamson, Gregg Braden","A documentary film that takes us on a scientific and spiritual journey where we discover that by changing one's perceptions, the human body can heal itself from any dis-ease.",English,0.0,12668.0,12668.0,2017-12-31,1.0,1.0,1 win.,tt5239942,6.8,1251.0,0.0,0.67
386,Take Every Wave: The Life of Laird Hamilton,Not Rated,"Documentary, Sport",118.0,2017-09-29,2017-11-16,IFC Films,Rory Kennedy,"Mark Bailey, Jack Youngelson","Nick Carroll, Darrick Doerner, Laird Hamilton, Gabrielle Reece","This is the remarkable story of an American icon who changed the sport of big wave surfing forever. Transcending the surf genre, this in-depth portrait of a hard-charging athlete explores ...",English,41053.0,12636.0,176076.0,2018-02-06,1.0,31.0,1 win & 1 nomination.,tt6333092,7.3,377.0,66.0,0.67
387,Polina,N/A,Drama,108.0,2017-08-25,2017-10-26,Oscilloscope,"Valérie Müller, Angelin Preljocaj","Valérie Müller (screenplay), Bastien Vives (book)","Anastasia Shevtsova, Veronika Zhovnytska, Juliette Binoche, Aleksey Guskov",A young girl studies classical ballet. As a young woman she turns to modern dance and choreography.,"French, Russian",0.0,12588.0,165203.0,2017-12-31,2.0,31.0,N/A,tt4383288,6.7,1367.0,65.0,0.67
388,Better Watch Out,R,"Comedy, Crime, Horror, Thriller",89.0,2017-10-06,2017-10-26,Well Go USA Entertainment,Chris Peckover,"Zack Kahn (story by), Zack Kahn, Chris Peckover","Olivia DeJonge, Levi Miller, Ed Oxenbould, Aleks Mikic","On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",English,0.0,12569.0,20369.0,2017-12-05,25.0,25.0,8 wins & 2 nominations.,tt4443658,6.5,23468.0,67.0,0.89
389,Abacus: Small Enough to Jail,Not Rated,Documentary,88.0,2017-05-19,2017-08-06,PBS Distribution,Steve James,N/A,"Thomas Sung, Hwei Lin Sung, Cyrus Vance Jr., Matt Taibbi",A small financial institution called Abacus becomes the only company criminally indicted in the wake of the United States' 2008 mortgage crisis.,English,113278.0,12528.0,103168.0,2017-12-31,1.0,8.0,Nominated for 1 Oscar. Another 5 wins & 11 nominations.,tt5952382,7.2,2461.0,73.0,0.93
390,Blind,Not Rated,Drama,96.0,2017-07-14,2017-12-31,Vertical Entertainment,Eskil Vogt,Eskil Vogt,"Ellen Dorrit Petersen, Henrik Rafaelsen, Vera Vitali, Marius Kolbenstvedt","Forsaken in a new Oslo apartment, a frail blind woman battles to come to terms with her condition, as she slowly retracts into an elaborate fantasy bubble. Are her stories fanning her suspicions, or is this what total blindness looks like?",Norwegian,0.0,12522.0,12522.0,2004-08-02,14.0,14.0,17 wins & 11 nominations.,tt2616810,6.9,6661.0,83.0,0.67
391,The Blackcoat's Daughter,R,"Horror, Thriller",93.0,2017-03-31,2017-04-13,A24,Oz Perkins,Oz Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, James Remar",Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,English,19980.0,12402.0,20435.0,2017-05-30,26.0,26.0,6 nominations.,tt3286052,5.9,14798.0,68.0,0.67
392,Woodshock,R,"Drama, Thriller",100.0,2017-09-22,2017-10-12,A24,"Kate Mulleavy, Laura Mulleavy","Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk, Steph DuVall","A haunted young woman spirals in the wake of profound loss, torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",English,41126.0,12247.0,42603.0,2017-11-28,3.0,39.0,N/A,tt4677924,4.2,1302.0,39.0,0.25
393,Alive and Kicking,R,"Comedy, Drama, Romance",98.0,2017-04-07,2017-06-22,Magnolia Pictures,Nancy Meckler,Martin Sherman,"Jason Flemyng, Antony Sher, Dorothy Tutin, Anthony Higgins","A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",English,0.0,12201.0,68485.0,1999-11-02,11.0,11.0,2 wins & 1 nomination.,tt0116631,5.7,758.0,0.0,0.67
394,Tragedy Girls,R,"Comedy, Crime, Horror",98.0,2017-10-20,2017-12-17,Gunpowder & Sky,Tyler MacIntyre,"Chris Lee Hill, Tyler MacIntyre, Justin Olson (based on an original screenplay by)","Brianna Hildebrand, Alexandra Shipp, Jack Quaid, Kevin Durand","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.",English,58016.0,12125.0,61899.0,2017-12-31,2.0,22.0,8 wins & 3 nominations.,tt3859272,6.0,7364.0,58.0,0.82
395,The B-Side: Elsa Dorfman's Portrait Photography,R,Documentary,76.0,2017-06-30,2017-08-10,Neon,Errol Morris,N/A,Elsa Dorfman,A look at the life and work of photographer Elsa Dorfman.,English,121498.0,12035.0,125227.0,2017-12-31,3.0,25.0,N/A,tt5952468,6.6,395.0,77.0,0.96
396,Person to Person,Not Rated,"Comedy, Drama",84.0,2017-07-28,2017-09-14,Magnolia Pictures,Dustin Guy Defa,Dustin Guy Defa,"Abbi Jacobson, Michael Cera, Tavi Gevinson, Bene Coopersmith",Follows a variety of New York characters as they navigate personal relationships and unexpected problems over the course of one day.,English,48347.0,11852.0,48499.0,2017-10-31,3.0,13.0,5 nominations.,tt5247026,5.7,1240.0,53.0,0.53
397,Paradise2017 Re-release,,,0.0,2017-11-17,2017-12-10,Carusel,,,,,,,11845.0,24749.0,,4.0,5.0,,,,,,0.67
398,13 Minutes2015 Re-release,,,0.0,2017-06-30,2017-10-12,Sony Pictures Classics,,,,,,,11750.0,161531.0,,3.0,19.0,,,,,,0.67
399,Stefan Zweig: Farewell to Europe2017 Re-release,,,0.0,2017-05-12,2017-06-29,First Run,,,,,,,11729.0,78372.0,,1.0,4.0,,,,,,0.67
400,A Woman's Life,Not Rated,Drama,119.0,2017-05-05,2017-08-03,Kino Lorber,Stéphane Brizé,"Stéphane Brizé (scenario), Florence Vignon (scenario), Guy de Maupassant (novel)","Judith Chemla, Jean-Pierre Darroussin, Yolande Moreau, Swann Arlaud",A fragmented account of the life of Jeanne as she sets out on the path of adult life and gradually experiences the harsh realities of a woman's life in the 19th-century.,"French, Latin",0.0,11483.0,36544.0,2017-12-31,2.0,4.0,2 wins & 8 nominations.,tt5078134,6.5,832.0,74.0,0.67
401,"Léon Morin, Priest2017 Re-release",,,0.0,2017-05-12,2017-10-15,Rialto Pictures,,,,,,,11462.0,44511.0,,1.0,2.0,,,,,,0.67
402,Wakefield,R,Drama,106.0,2017-05-19,2017-07-20,IFC Films,Robin Swicord,"E.L. Doctorow (based on the short story by), Robin Swicord (written for the screen by)","Bryan Cranston, Jennifer Garner, Victoria Bruno, Ellery Sprayberry",A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,English,0.0,11299.0,96490.0,2017-08-01,1.0,30.0,1 win & 1 nomination.,tt5195412,6.3,13699.0,62.0,0.74
403,My Scientology Movie,Not Rated,Documentary,99.0,2017-03-10,2017-04-13,Magnolia Pictures,John Dower,"John Dower, Louis Theroux","Louis Theroux, Tom Cruise, Marty Rathbun, Paz de la Huerta",Louis Theroux documents his investigation into what goes on behind the scenes of the infamous Church of Scientology.,English,22450.0,11180.0,22936.0,2017-12-31,2.0,6.0,3 nominations.,tt5111874,6.7,11106.0,62.0,0.67
404,Ex Libris: The New York Public Library,N/A,Documentary,197.0,2017-09-13,2017-02-22,Zipporah Films,Frederick Wiseman,N/A,"Ta-Nehisi Coates, Elvis Costello, Richard Dawkins, Edmund de Waal",A look within the walls of the New York Public Library.,English,42021.0,10926.0,156262.0,2017-12-31,1.0,15.0,5 wins & 21 nominations.,tt6209282,7.5,843.0,91.0,0.67
405,Ancien and the Magic Tablet,N/A,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi",111.0,2017-09-08,2017-10-05,GKIDS,Kenji Kamiyama,Kenji Kamiyama,"Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz, Ray Chase","In the near future, a high school senior discovers that events in her waking life begin to parallel events in her dreams.","Japanese, English",46020.0,10865.0,48198.0,2018-01-30,14.0,22.0,1 win & 2 nominations.,tt5731132,6.3,946.0,69.0,0.67
406,Thelma,Not Rated,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",116.0,2017-11-10,2017-03-15,The Orchard,Joachim Trier,"Eskil Vogt (screenplay), Joachim Trier (screenplay)","Eili Harboe, Kaya Wilkins, Henrik Rafaelsen, Ellen Dorrit Petersen",A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.,"Norwegian, Swedish",147112.0,10841.0,147391.0,2018-04-03,1.0,39.0,7 wins & 23 nominations.,tt6304046,7.0,22129.0,74.0,0.92
407,David Lynch: The Art Life,Not Rated,"Documentary, Biography",88.0,2017-03-31,2017-06-25,Janus Films,"Rick Barnes, Olivia Neergaard-Holm, Jon Nguyen",N/A,"David Lynch, Lula Lynch, Edwina Lynch, Donald Lynch",Artist and filmmaker David Lynch discusses his early life and the events that shaped his outlook on art and the creative process.,English,0.0,10823.0,171419.0,2017-12-31,1.0,8.0,1 win & 2 nominations.,tt1691152,7.2,4263.0,75.0,0.67
408,In Search of Fellini,R,"Adventure, Drama, Romance",93.0,2017-09-15,2017-12-31,-,Taron Lexton,"Nancy Cartwright, Peter Kjenaas","Ksenia Solo, Maria Bello, Jay Kunzi, Enrico Oetiker","A shy small-town Ohio girl who loves movies but dislikes reality, discovers the delightfully bizarre films of Federico Fellini, and sets off on a strange, beautiful journey across Italy to find him.",English,10796.0,10796.0,12772.0,2017-12-31,3.0,3.0,4 wins.,tt4801232,6.2,1561.0,55.0,0.89
409,A Journey Through French Cinema,Not Rated,Documentary,201.0,2017-06-23,2017-08-16,Cohen Media Group,Bertrand Tavernier,Bertrand Tavernier,"Bertrand Tavernier, François Truffaut, Jean-Paul Gaultier, Jean Renoir","Bertrand Tavernier's personal journey through French cinema, from films he enjoyed as a boy to his own early career, told through portraits of key creative figures.",French,0.0,10636.0,52214.0,2017-12-31,3.0,4.0,1 win & 3 nominations.,tt5652594,7.6,461.0,87.0,0.67
410,Unrest,R,"Horror, Thriller",88.0,2017-09-22,2017-10-12,-,Jason Todd Ipson,"Chris Billett (screenplay), Jason Todd Ipson (screenplay)","Corri English, Marisa Petroro, Ben Livingston, Abner Genece",A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,English,0.0,10607.0,40081.0,2007-03-27,1.0,8.0,4 wins & 1 nomination.,tt0453533,5.0,7451.0,0.0,0.67
411,RV: Resurrected Victims,N/A,"Action, Mystery, Thriller",91.0,2017-10-20,2017-11-02,Well Go USA Entertainment,Kyung-taek Kwak,"Kyung-taek Kwak, Ha-Ik Park (novel)","Rae-won Kim, Hae-sook Kim, Dong-il Sung, Hye-jin Jeon",Jin-hong is a coldhearted prosecutor who's obsessed with catching the man who murdered his mother. He quickly becomes the prime suspect when the deceased woman returns from the grave to avenge her death.,Korean,0.0,10589.0,20374.0,2017-12-31,11.0,11.0,N/A,tt7243750,5.7,304.0,0.0,0.67
412,In the Fade,R,"Crime, Drama, Thriller",106.0,2017-12-27,2017-04-05,Magnolia Pictures,Fatih Akin,"Fatih Akin (written for screen by), Hark Bohm (author)","Numan Acar, Adam Bousdoukos, Diane Kruger, Denis Moschitto","Katja's life collapses after the death of her husband and son in a bomb attack. After a time of mourning and injustice, Katja seeks revenge.","German, Greek, English, Turkish",0.0,10455.0,271345.0,2017-12-31,3.0,35.0,Won 1 Golden Globe. Another 13 wins & 17 nominations.,tt5723272,7.1,23612.0,65.0,0.67
413,Trafficked,R,"Drama, Thriller",104.0,2017-10-06,2017-12-31,-,Will Wallace,Siddharth Kara (screenplay),"Ashley Judd, Elisabeth Röhm, Anne Archer, Brian Thompson","In this story inspired by real characters, three girls from America, Nigeria and India are trafficked through an elaborate global network and enslaved in a Texas brothel, and must together attempt a daring escape to reclaim their freedom.",English,0.0,10413.0,19698.0,2018-01-11,17.0,17.0,N/A,tt1720621,5.4,811.0,38.0,0.67
414,Graduation,R,"Crime, Drama",128.0,2017-04-07,2017-06-11,IFC Films,Cristian Mungiu,Cristian Mungiu,"Adrian Titieni, Maria Dragus, Lia Bugnar, Mãlina Manovici",A film about compromises and the implications of the parent's role.,Romanian,0.0,10305.0,175975.0,2017-12-31,2.0,36.0,10 wins & 24 nominations.,tt4936450,7.3,10689.0,84.0,0.67
415,Heat and Dust2017 Re-release,,,0.0,2017-09-01,2017-09-10,Cohen Media Group,,,,,,,10289.0,13953.0,,4.0,4.0,,,,,,0.67
416,Red Trees,Not Rated,Documentary,87.0,2017-09-15,2017-09-21,Cohen Media Group,Marina Willer,"Brian Eley, Leena Telén, Marina Willer",Tim Pigott-Smith,Traces a family's journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.,English,10180.0,10180.0,13666.0,2018-01-23,9.0,9.0,N/A,tt7211972,6.1,108.0,57.0,0.56
417,Moka,N/A,Drama,89.0,2017-06-14,2017-10-26,Film Movement,Frédéric Mermoud,"Jean-Stéphane Bron (with the participation of), Tatiana De Rosnay (novel), Antonin Martin-Hilbert (dialogue), Antonin Martin-Hilbert (screenplay), Frédéric Mermoud (dialogue), Frédéric Mermoud (screenplay), Anne-Louise Trividic (with the participation of)","Emmanuelle Devos, Nathalie Baye, David Clavel, Diane Rouxel",A grieving woman pursues a couple who she suspects of killing her son in a hit-and-run.,French,126342.0,10094.0,126515.0,2017-12-31,1.0,18.0,1 win & 1 nomination.,tt5072406,6.2,840.0,69.0,0.88
418,Walk with Me,N/A,Documentary,94.0,2017-08-11,2017-12-31,GathrFilms,"Marc J. Francis, Max Pugh","Marc J. Francis, Max Pugh","Benedict Cumberbatch, Thich Nhát Hanh, Pháp De, Brother Pháp Dung",'Walk With Me' is a meditative film about a community of Zen Buddhist monks and nuns who have dedicated their lives to mastering the art of mindfulness with their world-famous teacher Thich Nhat Hanh.,"English, French, Vietnamese",0.0,9932.0,726455.0,2017-11-21,1.0,61.0,N/A,tt2331100,6.3,755.0,55.0,0.67
419,The Last Dalai Lama?,N/A,Documentary,82.0,2017-07-07,2017-12-31,Matson Films,Mickey Lemle,Mickey Lemle,N/A,"A portrait of the 14th Dalai Lama, featuring interviews with his family and the people he has inspired since his exile from Tibet in 1959.",English,0.0,9786.0,145524.0,2017-12-31,4.0,18.0,N/A,tt6865478,0.0,0.0,0.0,0.9
420,All the Rage (Saved by Sarno),N/A,"Documentary, Biography, Drama",94.0,2017-06-23,2017-07-09,The Film Collaborative,"David Beilinson, Michael Galinsky, Suki Hawley",N/A,"Jonathan Ames, Larry David, Tom Harkin, Gabor Mate","America is experiencing an epidemic of pain. One man has the answer to the problem yet the medical establishment has ignored him. For nearly 50 years, Dr. John Sarno has been ...",English,0.0,9765.0,18489.0,2017-12-31,1.0,1.0,N/A,tt5272796,9.4,155.0,47.0,0.67
421,The Crime of Monsieur Lange,Not Rated,"Comedy, Crime, Drama",77.0,2017-11-17,2017-04-26,Rialto Pictures,Jean Renoir,"Jean Castanier (story), Jacques Prévert (adaptation), Jacques Prévert (dialogue), Jean Renoir (screenplay), Jean Renoir (story)","René Lefèvre, Florelle, Jules Berry, Marcel Lévesque","A man and a woman arrive in a cafe-hotel near the Belgian frontier. The customers recognize the man from the police description. His name is Amedee Lange, and he murdered Batala in Paris. ...",French,27823.0,9633.0,36438.0,2017-12-31,1.0,3.0,N/A,tt0027478,7.5,2523.0,0.0,0.67
422,Manifesto,Not Rated,Drama,95.0,2017-05-10,2017-08-20,FilmRise,Julian Rosefeldt,Julian Rosefeldt,"Cate Blanchett, Erika Bauer, Ruby Bustamante, Carl Dietrich",Cate Blanchett performs manifestos as a series of striking monologues.,English,0.0,9628.0,120946.0,2017-12-31,1.0,10.0,1 win & 2 nominations.,tt4511200,6.6,4998.0,72.0,0.76
423,May It Last: A Portrait of the Avett Brothers,Not Rated,"Documentary, Music",104.0,2017-09-12,2017-11-02,Oscilloscope,"Judd Apatow, Michael Bonfiglio",N/A,"The Avett Brothers, Scott Avett, Seth Avett, Jennifer Carpenter","An intimate documentary following acclaimed North Carolina band the Avett Brothers, as they create their 2016 hit album ""True Sadness.""",English,704763.0,9616.0,720235.0,2019-06-18,8.0,326.0,1 win & 1 nomination.,tt6487050,8.6,473.0,0.0,0.89
424,Our President,N/A,Documentary,119.0,2017-06-02,2017-08-06,CJ Entertainment,Chang-jae Lee,N/A,"Lee Hwa-Choon, Moon Jae-in, Roh Moo-Hyun, Rhyu Si-Min","A look at the life of Roh Moo-hyun, South Korea's president from 2003-2008.",English,0.0,9421.0,122302.0,2017-12-31,1.0,41.0,N/A,tt7037566,8.4,34.0,0.0,0.67
425,The Commune,Not Rated,Drama,111.0,2017-05-19,2017-06-29,Magnolia Pictures,Thomas Vinterberg,"Tobias Lindholm, Mogens Rukov (play), Thomas Vinterberg (play), Thomas Vinterberg","Fares Fares, Ulrich Thomsen, Trine Dyrholm, Magnus Millang","A story about the clash between personal desires, solidarity and tolerance in a Danish commune in the 1970s.",Danish,0.0,9249.0,24427.0,2017-12-31,7.0,13.0,5 wins & 18 nominations.,tt3082854,6.4,5770.0,60.0,0.67
426,Alone in Berlin,R,"Drama, History, War",103.0,2017-01-13,2017-02-12,IFC Films,Vincent Perez,"Achim von Borries (screenplay), Vincent Perez (screenplay), Bettine von Borries (collaboration on screenplay), Hans Fallada (novel)","Emma Thompson, Brendan Gleeson, Daniel Brühl, Louis Hofmann","After a Nazi German working class couple loses their son in World War II, they decide to retaliate by secretly leafletting handwritten cards in Berlin denouncing their government.",English,19428.0,8869.0,11080.0,2017-06-13,2.0,5.0,2 nominations.,tt3026488,6.5,6898.0,52.0,0.58
427,Dead Awake,Not Rated,"Horror, Thriller",99.0,2017-05-12,2017-05-18,FilmRise,Phillip Guzman,Jeffrey Reddick,"Jocelin Donahue, Jesse Bradford, Jesse Borrego, Lori Petty",A young woman must save herself and her friends from an ancient evil that stalks its victims through the real-life phenomenon of sleep paralysis.,English,0.0,8834.0,11528.0,2017-12-31,12.0,12.0,4 wins & 2 nominations.,tt3778010,4.6,2780.0,0.0,0.2
428,Intent to Destroy,PG-13,"Documentary, History",115.0,2017-11-10,2017-11-19,Abramorama,Joe Berlinger,"Joe Berlinger, Cy Christiansen","Shohreh Aghdashloo, Taner Akçam, Hagop Asadourian, Peter Balakian",Filmmaker Joe Berlinger meets with historians and scholars to discuss the Armenian Genocide and the continuing denial by the Turkish government of it ever happening.,English,0.0,8699.0,13194.0,2017-12-31,3.0,3.0,3 wins.,tt6794462,7.7,418.0,75.0,0.92
429,BPM (Beats Per Minute),Not Rated,Drama,143.0,2017-10-20,2017-03-29,The Orchard,Robin Campillo,"Robin Campillo, Philippe Mangeot (collaboration on screenplay)","Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel, Antoine Reinartz",Members of the advocacy group ACT UP Paris demand action by the government and pharmaceutical companies to combat the AIDS epidemic in the early 1990s.,French,0.0,8566.0,125189.0,2017-12-31,2.0,20.0,38 wins & 48 nominations.,tt6135348,7.5,11065.0,84.0,0.67
430,The King's Case Note,N/A,"Comedy, Mystery",114.0,2017-04-28,2017-06-15,CJ Entertainment,Hyun-Sung Moon,N/A,"Sun-kyun Lee, Jae-hong Ahn, Hie-won Kim, Jin-mo Joo",A clever King and his brilliant chronicle keeper hunt for the truth behind a crime that threatens the throne and the stability of the country.,Korean,0.0,8462.0,90959.0,2017-12-31,2.0,7.0,N/A,tt6817202,6.5,181.0,0.0,0.67
431,Jasmine,NOT RATED,Thriller,80.0,2017-06-16,2017-08-31,Indican Pictures,Dax Phelan,"Dax Phelan (screenplay), Dax Phelan (story), Jason Tobin (story)","Jason Tobin, Byron Mann, Sarah Lian, Eugenia Yuan","A year after his wife's murder, once-successful Hong Kong businessman Leonard To (Jason Tobin) is still reeling from the tragedy. Having lost his job, friends, and all sense of order in his...",English,0.0,8358.0,24248.0,2017-12-31,3.0,3.0,87 wins & 51 nominations.,tt1646972,5.9,111.0,0.0,0.67
432,Natasha,N/A,"Drama, Comedy, Crime, Romance",92.0,2017-04-28,2017-04-30,Menemsha Films,Ljubisa Samardzic,"Srdjan Koljevic, Djordje Milosavljevic","Tijana Kondic, Nikola Djuricko, Anica Dobra, Davor Janjic","Seventeen year old Natasha, a daughter of a murdered police inspector, tries to discover her father's killers.",Serbian,0.0,8325.0,8325.0,2017-12-31,1.0,1.0,2 wins & 1 nomination.,tt0283504,6.6,1251.0,0.0,1.0
433,Manolo: The Boy Who Made Shoes for Lizards,Not Rated,"Documentary, Biography, Drama",89.0,2017-09-15,2017-11-30,Music Box Films,Michael Roberts,Michael Roberts,"Manolo Blahnik, David Bailey, Mary Beard, Lucy Burley","An in-depth portrait of MANOLO BLAHNIK, self-confessed 'cobbler' and the man regarded by most influential fashion figures as 'the best shoe-maker of the 20th and 21st centuries. A film for ...",English,39504.0,8186.0,58909.0,2017-12-12,3.0,11.0,N/A,tt5821256,6.4,378.0,52.0,0.67
434,The Nile Hilton Incident,Unrated,"Crime, Drama, Thriller",111.0,2017-08-11,2017-11-09,Strand Releasing,Tarik Saleh,Tarik Saleh,"Fares Fares, Mari Malek, Yasser Ali Maher, Ahmed Selim","A maid witnesses a murder at an upscale hotel and a policeman is assigned to the case, but it soon becomes clear that important people don't want the case solved.","Arabic, Dinka, English, French",78460.0,8183.0,81089.0,2017-12-31,2.0,9.0,10 wins & 6 nominations.,tt5540188,6.7,6038.0,70.0,0.67
435,The Boom,N/A,Comedy,88.0,2017-06-16,2017-11-30,Rialto Pictures,Vittorio De Sica,Cesare Zavattini,"Alberto Sordi, Gianna Maria Canale, Ettore Geri, Elena Nicolai",During the economic boom of Italy a man tries desperately to maintain a high standard of living for his family.,Italian,56369.0,8164.0,57962.0,2017-12-31,1.0,2.0,N/A,tt0056883,7.2,304.0,0.0,0.67
436,Tickling Giants,TV-14,Documentary,111.0,2017-03-17,2017-12-31,-,Sara Taksler,Sara Taksler,"Bassem Youssef, Jon Stewart, Shadi Alfons, Khaled Mansour","While the Egyptian revolution of 2011 is underway, surgeon turned comedian Bassem Youssef airs a television show that makes him popular to his countrymen but disliked by the government.",English,0.0,8159.0,51413.0,2017-12-31,1.0,17.0,3 nominations.,tt5494396,8.3,1314.0,78.0,1.0
437,Score: A Film Music Documentary,Not Rated,"Documentary, Music",93.0,2017-06-16,2017-11-30,Gravitas Ventures,Matt Schrader,Matt Schrader,"Marco Beltrami, Jon Burlingame, Leonard Maltin, Bill Field","A look at the cinematic art of the film musical score, and the artists who create them.",English,101382.0,8088.0,98886.0,2017-09-05,1.0,8.0,7 wins & 2 nominations.,tt4207112,7.5,3372.0,67.0,0.67
438,The Death of Louis XIV,N/A,"Biography, Drama, History",115.0,2017-03-31,2017-07-13,The Cinema Guild,Albert Serra,"Thierry Lounas (scenario), Albert Serra (scenario)","Jean-Pierre Léaud, Patrick d'Assumçao, Marc Susini, Bernard Belin","Upon returning from a hunting expedition, King Louis XIV feels a sharp pain in his leg. He begins to die, surrounded by loyal followers in the royal chambers.","Latin, French",43635.0,8002.0,43635.0,2017-12-31,1.0,6.0,11 wins & 23 nominations.,tt5129510,6.8,1582.0,76.0,0.67
439,Donald Cried,Not Rated,"Comedy, Drama",85.0,2017-03-03,2017-05-18,The Orchard,Kris Avedisian,"Kris Avedisian, Kris Avedisian (screenplay), Kyle Espeleta (story), Jesse Wakeman (story)","Jesse Wakeman, William Billington, Louisa Krause, Kris Avedisian","With sudden passing of his grandmother, Peter Latang returns to his hometown and encounters his long lost, childhood friend, Donald Treebeck. What begins as a simple favor, turns into a long day's journey into the past.",English,61309.0,7977.0,61406.0,2017-12-31,2.0,17.0,8 wins & 7 nominations.,tt4442604,6.5,951.0,72.0,0.91
440,The King's Choice,N/A,"Biography, Drama, History, War",133.0,2017-09-22,2017-11-19,The Samuel Goldwyn Company,Erik Poppe,"Alf R. Jacobsen (inspired by a book written by), Harald Rosenløw-Eeg, Jan Trygve Røyneland","Jesper Christensen, Anders Baasmo Christiansen, Karl Markovics, Tuva Novotny","April 1940. Norway has been invaded by Germany and the royal family and government have fled into the interior. The German envoy to Norway tries to negotiate a peace. Ultimately, the decision on Norway's future will rest with the King.","Norwegian, German, Danish, Swedish, English",113231.0,7850.0,113231.0,2018-01-02,2.0,10.0,11 wins & 8 nominations.,tt4353996,7.1,5840.0,64.0,0.84
441,Amelia 2.0,Not Rated,"Drama, Romance, Sci-Fi",89.0,2017-08-04,2017-08-10,TriCoast Worldwide,Adam Orton,Rob Merritt,"Kate Vernon, Ed Begley Jr., Kamar de los Reyes, Debra Wilson","When the husband of a dying woman is approached by a corporation pioneering a new program to extend life through robotics, they get caught in a public debate over human's relationship with technology.",English,0.0,7836.0,10233.0,2017-08-08,1.0,1.0,N/A,tt3831344,6.3,1675.0,0.0,0.67
442,Rat Film,N/A,Documentary,82.0,2017-09-15,2017-03-04,The Cinema Guild,Theo Anthony,Theo Anthony,"Theo Anthony, Dan Deacon, Matt Fouse, Will Kearney III","Across walls, fences, and alleys, rats not only expose our boundaries of separation but make homes in them. ""Rat Film"" is a feature-length documentary that uses the rat--as well as the ...",English,25258.0,7793.0,35195.0,2017-12-31,2.0,4.0,4 wins & 12 nominations.,tt5840448,6.6,383.0,85.0,0.91
443,Marius/Fanny/César,,,0.0,2017-01-04,2017-02-02,Janus Films,,,,,,,7720.0,21513.0,,1.0,1.0,,,,,,0.67
444,The Paris Opera,N/A,Documentary,110.0,2017-10-18,2017-01-25,Film Movement,Jean-Stéphane Bron,N/A,"Stéphane Lissner, Benjamin Millepied",A behind-the-scenes look at the of how the Paris Opera is run under the direction of Stephane Lissner.,"French, English",0.0,7709.0,55482.0,2017-12-31,4.0,9.0,1 win.,tt6599064,7.3,107.0,0.0,0.67
445,On the Beach at Night Alone,N/A,Drama,101.0,2017-11-17,2017-12-31,The Cinema Guild,Sang-soo Hong,Sang-soo Hong,"Min-hee Kim, Young-hwa Seo, Jae-yeong Jeong, Seong-kun Mun","An actress wanders around a seaside town, pondering her relationship with a married man.","Korean, English, German",0.0,7594.0,37489.0,2017-12-31,1.0,3.0,6 wins & 7 nominations.,tt6412864,6.8,2533.0,80.0,0.67
446,So B. It,PG-13,Drama,98.0,2017-10-06,2017-11-09,Good Deed Entertainment,Stephen Gyllenhaal,"Sarah Weeks (novel), Garry Williams","Talitha Eliana Bateman, Alfre Woodard, John Heard, Jessica Collins","A young girl named Heidi, who lives with her mentally disabled mother, travels across the country to find out about her and her mother's past.",English,0.0,7455.0,47627.0,2017-12-31,2.0,22.0,1 win.,tt3663020,6.8,346.0,46.0,0.45
