,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
662,Holiday Inn: The New Irving Berlin Musical - Live,,,0.0,2017-11-16,2017-11-16,Fathom Events,,,,,,,0.0,144550.0,,0.0,395.0,,,,,,0.67
663,Lupin the 3rd: Castle of Cagliostro2017 Re-release,,,0.0,2017-09-08,2017-12-31,Eleven Arts,,,,,,,0.0,142425.0,,0.0,571.0,,,,,,0.67
664,DCI 2017 Tour Premeire,,,0.0,2017-06-22,2017-06-22,Fathom Events,,,,,,,0.0,467817.0,,0.0,478.0,,,,,,0.67
665,Facing Darkness,UNRATED,"Documentary, Drama",93.0,2017-04-10,2017-04-10,Fathom Events,Arthur Rasco,N/A,"Franklin Graham, Kent Brantly, Amber Brantly, Writebol Nancy","A Christian relief organization is met with the challenge of fighting the Ebola epidemic in west Africa, through this enormous challenge their faith grew.",English,0.0,0.0,555533.0,2017-12-31,0.0,656.0,N/A,tt5835100,7.1,62.0,0.0,0.67
666,Film Stars Don't Die in Liverpool,R,"Biography, Drama, Romance",105.0,2017-12-29,2017-05-03,Sony Pictures Classics,Paul McGuigan,"Peter Turner (based on the book ""Films Stars Don't Die in Liverpool"" by), Matt Greenhalgh (screenplay by)","Annette Bening, Jamie Bell, Kenneth Cranham, Julie Walters",A romance sparks between a young actor and a Hollywood leading lady.,English,0.0,36048.0,564877.0,2018-04-24,4.0,107.0,Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,tt5711148,6.7,7215.0,65.0,0.8
667,Slack Bay,Unrated,Comedy,122.0,2017-03-10,2017-10-05,Kino Lorber,Bruno Dumont,"Bruno Dumont (dialogue), Bruno Dumont (screenplay)","Fabrice Luchini, Juliette Binoche, Valeria Bruni Tedeschi, Jean-Luc Vincent",Summer 1910. Several tourists have vanished while relaxing on the beautiful beaches of the Channel Coast. Infamous inspectors Machin and Malfoy soon gather that the epicenter of these ...,"French, English",112375.0,0.0,112621.0,2017-12-31,0.0,7.0,5 wins & 14 nominations.,tt4726636,6.0,3647.0,66.0,0.67
668,Neither Wolf Nor Dog,N/A,Drama,110.0,2017-01-20,2017-12-31,-,Steven Lewis Simpson,"Kent Nerburn (novel), Kent Nerburn (screenplay), Kent Nerburn, Steven Lewis Simpson","Dave Bald Eagle, Christopher Sweeney, Richard Ray Whitman, Roseanne Supernault",A Lakota elder summons a white writer to visit him and help him write a book about his people.,"English, Sioux",0.0,0.0,589289.0,2017-12-31,0.0,1.0,N/A,tt3951908,7.7,323.0,57.0,0.67
669,Jonah: The Musical,Not Rated,Musical,116.0,2017-05-02,2017-05-02,Fathom Events,Wally Calederon,Jeff Bender,"Steve Atherholt, Mark Bradley, Tricia Bridgeman, Rodney Coe","In this filmed stage play, the prophet Jonah receives a long-awaited fresh word from God, but is dismayed to realize that God wants to show mercy to the Ninevites, whom Jonah hates.",English,0.0,0.0,631154.0,2017-10-17,0.0,622.0,N/A,tt9496128,0.0,0.0,0.0,0.67
670,Chris Brown: Welcome to My Life,Unrated,Documentary,80.0,2017-06-08,2017-06-18,Fathom Events,Andrew Sandler,N/A,"Mary J. Blige, Chris Brown, DJ Khaled, Jamie Foxx",A compelling and never-before-scene look at Chris Brown's controversial life and career.,English,0.0,0.0,693984.0,2017-12-31,0.0,413.0,N/A,tt5588850,5.7,913.0,0.0,0.67
671,Revive Us 2,N/A,N/A,90.0,2017-10-24,2017-11-02,Fathom Events,N/A,N/A,"Kirk Cameron, Ben Carson, Stephen Kendrick","Kirk Cameron hosts a ""family meeting"" to discuss unity in a time when political, racial, economic, and religious tensions are increasing every day.",N/A,0.0,0.0,718607.0,2017-12-31,0.0,731.0,N/A,tt7751038,4.7,11.0,0.0,0.67
672,Bombshell: The Hedy Lamarr Story,N/A,"Documentary, Biography, History, War",88.0,2017-11-24,2017-06-07,Zeitgeist Films,Alexandra Dean,Alexandra Dean,"Hedy Lamarr, Mel Brooks, Jennifer Hom, Anthony Loder","The life and career of the hailed Hollywood movie star and underappreciated genius inventor, Hedy Lamarr.","English, German",0.0,8000.0,817388.0,2018-04-24,1.0,36.0,8 wins & 5 nominations.,tt6752848,7.4,2623.0,70.0,0.95
673,Keep Watching,R,"Horror, Thriller",89.0,2017-10-31,2017-10-31,Screen Gems,Sean Carter,Joseph Dembner (screenplay),"Bella Thorne, Chandler Riggs, Ioan Gruffudd, Natalie Martinez","A family become imprisoned in their home by intruders, who force them to play a life-and-death game, where the mysterious rules become clear as the night unfolds.",English,0.0,0.0,94178.0,2018-02-06,0.0,805.0,N/A,tt2531334,4.3,3544.0,0.0,0.67
674,Steve McQueen: American Icon,NOT RATED,"Documentary, Biography",120.0,2017-09-28,2017-09-28,Fathom Events,"Jon Erwin(co-director), Ben Smallbone(co-director)","Parker Adams, Greg Laurie","Stan Barrett, Mel Gibson, Barbara Leigh, Barbara Minty","Steve McQueen truly is an American Icon. One of America's most endearing and intriguing movie stars, he ""is still the King of Cool"" according to Esquire Magazine-50 years after the zenith ...",English,0.0,0.0,1229782.0,2018-02-20,0.0,787.0,N/A,tt7424358,7.4,84.0,0.0,0.67
675,Chonda Pierce: Enough,N/A,Documentary,90.0,2017-04-25,2017-05-09,Fathom Events,Rick Altizer,"Rick Altizer, Chonda Pierce",Chonda Pierce,"Stand-up comedian Chonda Pierce, known as the ""Queen of Clean"", continues to share her emotional journey and story in this sequel to her 2015 award winning documentary ""Chonda Pierce: Laughing In The Dark"".",English,0.0,0.0,1260116.0,2017-12-31,0.0,798.0,N/A,tt6247064,7.8,9.0,0.0,0.67
676,The Tiger Hunter,Not Rated,Comedy,94.0,2017-09-22,2017-10-12,Shout! Factory,Lena Khan,"Sameer Gardezi, Lena Khan, Meera Simhan","Danny Pudi, Rizwan Manji, Jon Heder, Karen David","A young Indian man relocates to 1970s Chicago to become an engineer, but when his job falls through, resorts to an elaborate charade with misfit friends in order to woo his childhood sweetheart.",English,39553.0,0.0,62398.0,2018-01-09,42.0,42.0,N/A,tt3853830,5.7,616.0,66.0,0.78
677,Just One Drop,N/A,Documentary,66.0,2017-09-22,2017-12-31,GathrFilms,Laurel Chiten,N/A,N/A,A film about the most controversial form of medicine ever invented. Homeopathy,English,0.0,0.0,59478.0,2017-12-31,0.0,6.0,N/A,tt6874242,0.0,0.0,0.0,0.67
678,The Force,N/A,Documentary,92.0,2017-07-14,2017-11-16,Kino Lorber,Peter Nicks,"Linda Davis (story), Linda Davis, Lawrence Lerew (story), Lawrence Lerew, Peter Nicks (story), Peter Nicks","Cat Brooks, Jonathan Cairo, Ben McBride, Johnna Watson",THE FORCE goes inside an embattled urban police department struggling to rebuild trust in one of America's most violent yet promising cities.,English,54487.0,0.0,59206.0,2017-12-31,0.0,5.0,2 wins & 6 nominations.,tt6159518,6.8,530.0,80.0,0.9
679,The Divine Order,N/A,"Comedy, Drama",96.0,2017-10-27,2017-04-12,Zeitgeist Films,Petra Biondina Volpe,Petra Biondina Volpe,"Marie Leuenberger, Maximilian Simonischek, Rachel Braunschweig, Sibylle Brunner","In 1971, a young housewife organizes the women of her town to petition for the right to vote.","Swiss German, German, English, Italian",0.0,0.0,53117.0,2017-12-31,0.0,9.0,12 wins & 10 nominations.,tt5818818,7.0,1861.0,67.0,0.67
680,Mully,TV-PG,"Documentary, Adventure, Biography, Drama, Family",81.0,2017-10-03,2017-10-05,Fathom Events,Scott Haze,"Scott Haze (story), Scott Haze","Charles Mully, Esther Mully, Isaac Mulli, Ndondo Mulli","A homeless orphan in Kenya becomes a lucrative businessman, only to give it all up and open an orphanage that today serves over 2000 Kenyan children.",English,0.0,0.0,1489771.0,2017-12-31,0.0,738.0,8 wins & 1 nomination.,tt3379352,7.7,175.0,0.0,0.67
681,I Can Speak,N/A,"Comedy, Drama",119.0,2017-09-22,2017-10-19,CJ Entertainment,Hyun-seok Kim,Seung-hee Yoo,"Moon-hee Na, Je-hoon Lee, Cheol-min Park, Hye-ran Yeom","The film tells the story of an elderly woman (played by Na Moon Hee) who constantly files complaints with the local office about the wrongs that she sees around her each day. Along the way,...","Korean, English",0.0,0.0,51863.0,2017-12-31,0.0,2.0,8 wins & 2 nominations.,tt7342204,7.4,1125.0,0.0,0.67
682,Genesis: Paradise Lost,PG,Documentary,130.0,2017-11-13,2017-12-11,Fathom Events,Ralph Strean,N/A,"Andrew J. Fabich, Danny Faulkner, Ray Comfort, Ken Ham","If there is one part of the Bible that has undergone more scrutiny and abuse than any other, it is the very beginning-GENESIS. Both from within and without the church, assaults on GENESIS ...",English,0.0,0.0,1575000.0,2017-12-31,0.0,419.0,N/A,tt7522002,5.8,421.0,0.0,0.67
683,Slamma Jamma,PG,"Drama, Sport",104.0,2017-03-24,2017-03-26,-,Timothy A. Chey,Timothy A. Chey,"Chris Staples, Michael Irvin, Jose Canseco, Ryan Gunnarson","Wrongfully accused and sent to prison, a former basketball star prepares for the national slam dunk competition while finding redemption in himself and in those he loves.",English,1687000.0,1687000.0,1687000.0,2017-12-31,502.0,502.0,N/A,tt5319866,6.0,1199.0,0.0,0.67
684,Keep Quiet,N/A,Documentary,90.0,2017-02-17,2017-05-04,Kino Lorber,"Sam Blair, Joe Martin",N/A,Csanad Szegedi,An anti-Semitic far-right politician's astonishing transformation after finding out he is Jewish.,"English, Hungarian, German",50451.0,6500.0,49899.0,2017-12-31,1.0,3.0,3 nominations.,tt4789160,6.8,298.0,76.0,1.0
685,Pokémon the Movie: I Choose You!,Not Rated,"Animation, Action, Adventure, Family, Fantasy",98.0,2017-11-05,2017-11-16,Fathom Events,Kunihiko Yuyama,"Takeshi Shudo (earlier screenplay), Satoshi Tajiri (concept), Shôji Yonemura (screenplay)","Unshô Ishizuka, Rica Matsumoto, Sarah Natochenny, Megumi Hayashibara",Ash Ketchum from Pallet Town is 10 years old today. This means he is now old enough to become a Pokémon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pokémon from Professor Oak.,Japanese,0.0,0.0,2389641.0,2018-02-13,0.0,789.0,N/A,tt6595896,6.4,4641.0,0.0,0.67
686,Karl Marx City,N/A,Documentary,89.0,2017-03-29,2017-05-04,Bond/360,"Petra Epperlein, Michael Tucker","Petra Epperlein, Michael Tucker","Christa Epperlein, Petra Epperlein, Uwe Epperlein, Volker Epperlein",A filmmaker journey through the former East Germany looking into her father's 1999 suicide.,"German, English",0.0,0.0,41072.0,2017-12-05,0.0,4.0,3 nominations.,tt5952526,6.6,170.0,73.0,0.96
687,The Settlers,N/A,Documentary,107.0,2017-03-03,2017-12-31,Matson Films,Shimon Dotan,"Oron Adar, Shimon Dotan",N/A,An intimate look at life inside the Jewish settlements in the West Bank.,"English, Hebrew, Arabic",0.0,0.0,37633.0,2017-12-31,0.0,6.0,4 nominations.,tt5278914,7.6,167.0,75.0,0.95
688,Heart Blackened,Not Rated,"Crime, Drama",125.0,2017-11-10,2017-12-07,CJ Entertainment,Ji-woo Jung,"Xing Fei, Ji-woo Jung","Min-sik Choi, Shin-Hye Park, Jun-yeol Ryu, Lee Hanee","A father goes all out to clear his daughter from any wrong doing in the murder of his fiance. When all evidence points to her, he takes matters into to his own hands to save his daughter and outwit the judiciary system.",Korean,0.0,0.0,35943.0,2017-12-31,2.0,2.0,N/A,tt7609180,6.5,441.0,0.0,0.67
689,Sophie and the Rising Sun,R,Drama,105.0,2017-01-20,2017-04-20,Monterey Media,Maggie Greenwald,"Maggie Greenwald (screenplay), Augusta Trobaugh (novel)","Julianne Nicholson, Takashi Yamaguchi, Margo Martindale, Diane Ladd","Autumn of 1941 in Salty Creek, a fishing village in South Carolina, two interracial lovers are swept up in the tides of history.",English,30348.0,0.0,33760.0,2017-02-21,0.0,8.0,3 nominations.,tt4532818,6.5,926.0,55.0,0.64
690,The Wound,Unrated,"Drama, Romance",88.0,2017-03-15,2017-11-09,Kino Lorber,John Trengove,"John Trengove, Thando Mgqolozana, Malusi Bengu, John Trengove (based on a story by), Batana Vundla (based on a story by)","Nakhane Touré, Bongile Mantsai, Niza Jay, Thobani Mseleni","Xolani, a lonely factory worker, travels to the rural mountains with the men of his community to initiate a group of teenage boys into manhood.","Xhosa, Afrikaans, English",0.0,0.0,30678.0,2017-12-31,0.0,2.0,19 wins & 16 nominations.,tt6333070,6.7,1422.0,80.0,0.67
691,In Our Hands: The Battle for Jerusalem,Not Rated,Documentary,109.0,2017-05-23,2017-06-06,Fathom Events,Erin Zimmerman,Erin Zimmerman,"Haim Almakis, Zion Ashkenazi, Assaf Ashtar, Idan Barkai","Produced by CBN Documentaries and Biblical Productions, ""In Our Hands"" tells the story of the Battle of Jerusalem in the Six-Day War through the eyes of the IDF's 55th Paratrooper Brigade, ...",English,0.0,0.0,2534370.0,2017-12-31,0.0,733.0,N/A,tt6790530,5.5,139.0,0.0,0.67
692,Uncertain,N/A,"Documentary, Comedy, Drama",82.0,2017-03-06,2017-12-31,-,"Ewan McNicol, Anna Sandilands","Ewan McNicol, Anna Sandilands",N/A,"Uncertain is a visually stunning and disarmingly funny portrait of the literal and figurative troubled waters of Uncertain, Texas, a 94-resident town so tucked away ""you've got to be lost to find it"".",English,0.0,0.0,29736.0,2017-03-17,0.0,6.0,3 wins & 5 nominations.,tt2630352,7.3,230.0,89.0,0.67
693,Is Genesis History?,Not Rated,Documentary,100.0,2017-02-23,2017-03-17,Fathom Events,Thomas Purifoy,Thomas Purifoy,"Del Tackett, Kevin L. Anderson, Steve A. Austin, Steven W. Boyd","Explore the world to see how it intersects with the stories related in Genesis. Del Tackett of ""The Truth Project"" hikes through canyons, climbs mountains, and dives below the sea to examine two competing views - one compelling truth.",English,0.0,0.0,2570392.0,2017-12-31,0.0,704.0,1 nomination.,tt6360332,4.1,1399.0,0.0,0.67
694,The Leisure Seeker,R,"Adventure, Comedy, Drama, Romance",112.0,2017-12-15,2017-07-05,Sony Pictures Classics,Paolo Virzì,"Michael Zadoorian (novel), Stephen Amidon (screenplay), Francesca Archibugi (screenplay), Francesco Piccolo (screenplay), Paolo Virzì (screenplay)","Helen Mirren, Donald Sutherland, Christian McKay, Janel Moloney",A runaway couple go on an unforgettable journey in the faithful old RV they call The Leisure Seeker.,English,0.0,0.0,3168507.0,2017-12-31,0.0,353.0,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,tt3741632,6.7,5736.0,45.0,0.67
695,Te Ata,PG,"Biography, Drama, History",105.0,2017-09-29,2017-10-26,Paladin,Nathan Frankowski,"Esther Luttrell (story), Jeannie Barbour (story), Esther Luttrell (screenplay)","Q'orianka Kilcher, Gil Birmingham, Brigid Brannagh, Graham Greene",Te Ata set her sights on Broadway and what she thought was her life's dream. Audition after audition she was rejected and began to wonder if she was cut out for the bright lights.,English,0.0,28640.0,28640.0,2017-12-31,14.0,43.0,7 wins.,tt4061944,6.6,269.0,51.0,0.61
696,Mali Blues,Not Rated,"Documentary, Music",90.0,2017-02-13,2017-12-31,Icarus Films,Lutz Gregor,N/A,"Fatoumata Diawara, Ahmed Ag Kaedi, Bassékou Kouyaté, Master Soumy","Mali's Music defines the country's cultural identity. Radical Islamists are threatening the musicians. Together with the stars of Malian Global Pop - Fatoumata Diawara, Bassekou Kouyaté ...",French,0.0,0.0,26950.0,2017-12-31,0.0,5.0,1 nomination.,tt5427450,6.9,74.0,85.0,0.67
697,The Daughter,N/A,Drama,96.0,2017-01-27,2017-04-13,Kino Lorber,Simon Stone,"Simon Stone, Henrik Ibsen (inspired by ""The Wild Duck"")","Geoffrey Rush, Nicholas Hope, Sam Neill, Ewen Leslie","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",English,26376.0,0.0,26376.0,2017-12-31,0.0,2.0,10 wins & 26 nominations.,tt3922816,6.6,4026.0,62.0,0.77
698,The Old Dark House,Not Rated,"Comedy, Horror, Thriller",72.0,2017-10-27,2017-11-02,Cohen Media Group,James Whale,"J.B. Priestley (from the novel by), Benn W. Levy (screen play)","Boris Karloff, Melvyn Douglas, Charles Laughton, Lilian Bond","Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when they stumble upon the Femm family estate.",English,0.0,0.0,25678.0,1999-08-23,0.0,1.0,N/A,tt0023293,7.1,8024.0,0.0,0.67
699,Moscow Never Sleeps,N/A,Drama,100.0,2017-06-19,2017-12-31,-,Johnny O'Reilly,"Johnny O'Reilly, Johnny O'Reilly","Anastasiya Shalonko, Yuriy Stoyanov, Aleksey Serebryakov, Lyubov Aksyonova",The volatile intersections of contemporary Moscow and the intimate lives of five people.,Russian,0.0,0.0,25306.0,2017-12-31,0.0,6.0,N/A,tt2476294,5.7,197.0,51.0,0.71
700,Women Like Us,N/A,Documentary,0.0,2017-09-07,2017-12-31,GathrFilms,Sally Colon-Petree,Gabriel Sabloff,"Catt Sadler, Joyce Giraud, Linda Rendleman, Ida Odinga",Women Like Us is a story about women who are changing the world.,English,0.0,0.0,25071.0,2017-12-31,0.0,3.0,N/A,tt3828848,0.0,0.0,0.0,0.67
701,God Knows Where I Am,N/A,"Documentary, Biography, Drama, History, Mystery",97.0,2017-03-31,2017-05-11,Bond/360,"Jedd Wider, Todd Wider",N/A,"Kevin Carbone, Matthew Nelson, Wayne DiGeronimo, Brian Smith","Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",English,0.0,0.0,21135.0,2017-12-31,0.0,6.0,13 wins & 5 nominations.,tt5073020,7.2,508.0,66.0,0.67
702,Absolutely Anything,R,"Comedy, Sci-Fi",85.0,2017-05-12,2017-06-01,Atlas Distribution Company,Terry Jones,"Terry Jones (screenplay), Gavin Scott (screenplay)","Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle","A group of eccentric aliens confers a human being with the power to do absolutely anything, as an experiment.","English, French",673096.0,0.0,20169.0,2017-06-27,0.0,46.0,N/A,tt1727770,6.0,35686.0,31.0,0.18
703,Whisky Galore,Approved,"Comedy, Crime",80.0,2017-05-12,2017-08-24,Arrow Films,Alexander Mackendrick,"Compton MacKenzie (novel), Compton MacKenzie (screenplay), Angus MacPhail (screenplay)","Basil Radford, Catherine Lacey, Bruce Seton, Joan Greenwood","Scottish islanders try to plunder 50,000 cases of whisky from a stranded ship.","English, Scottish Gaelic",0.0,0.0,19285.0,2017-12-31,0.0,4.0,Nominated for 1 BAFTA Film Award. Another 1 win.,tt0042040,7.2,4558.0,0.0,0.39
704,Boston2017 Re-release,,,0.0,2017-08-22,2017-12-31,GathrFilms,,,,,,,0.0,18636.0,,0.0,1.0,,,,,,0.67
705,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All2017 Re-release",,,0.0,2017-08-10,2017-12-31,GathrFilms,,,,,,,0.0,18522.0,,0.0,1.0,,,,,,0.67
706,Clash,Not Rated,"Drama, Thriller, War",97.0,2017-03-11,2017-09-21,Kino Lorber,Mohamed Diab,"Khaled Diab, Mohamed Diab","Nelly Karim, Hani Adel, El Sebaii Mohamed, Ahmed Abdelhamid Hefny","Set entirely in an 8m police truck, a number of detainees from different political and social backgrounds are brought together by fate, during the turmoil that followed the ousting of former president Morsi from power.","Arabic, English",18031.0,0.0,17833.0,2017-12-31,0.0,1.0,11 wins & 7 nominations.,tt5599692,7.5,4323.0,78.0,0.67
